VMP550T,VMP550L,VMP2750T,VMP2750L,VMP5500T,VMP5500L,SVI550_055T,SVI550_055L,SVI2750_055T,SVI2750_055L,SVI5500_055T,SVI5500_055L,SVI550_075T,SVI550_075L,SVI2750_075T,SVI2750_075L,SVI5500_075T,SVI5500_075L,SVI550_099T,SVI550_099L,SVI2750_099T,SVI2750_099L,SVI5500_099T,SVI5500_099L
773.9324591,-167329.0973,983.7046047,-153680.6998,1056.216368,-122706.9172,360.8186257,-2905926.366,664.6080331,-2159325.966,1314.67231,-1495828.566,355.5035636,-1752874.719,668.8210732,-1650191.5,1351.463593,-1630477.949,359.3998678,-2721508.175,666.8428233,-2877345.774,1097.940862,-1880237.129
806.5803558,-152684.4594,1017.311907,-140502.4688,1090.801035,-107519.8138,381.2243225,-2944892.201,702.2182737,-2265612.415,1471.023842,-1482899.088,376.0410948,-1717036.685,708.4929867,-1632935.525,1421.245092,-1709660.386,379.903119,-2674881.56,704.2284763,-2859195.225,1155.967062,-1870496.518
841.1491401,-142065.0648,1046.901878,-128793.9406,1128.407075,-95560.94911,402.8885327,-1586993.985,737.8216024,-2445463.214,1603.544407,-1481556.291,396.5191708,-2477090.16,746.5250314,-1613232.603,1494.092909,-1591289.477,400.7113565,-2241108.523,743.6389774,-2701629.753,1216.82569,-1860866.2
871.4334338,-135820.799,1078.83209,-119204.0024,1160.805111,-85110.03754,423.1019051,-1557687.626,776.171318,-2645988.011,1759.572205,-1482947.716,417.9103546,-1721138.179,785.3121428,-1612215.381,1557.946875,-1578339.865,422.4696793,-2241592.942,778.428053,-2727865.972,1270.586217,-1854447.884
904.4998051,-132722.8573,1106.950115,-113553.1383,1203.907638,-76342.87235,440.5151363,-3856631.671,810.0579059,-1844929.506,1850.476679,-1485367.856,437.386461,-2586321.562,819.3987336,-1587416.562,1631.916817,-1564350.576,443.0941095,-2569848.087,814.1918105,-2754084.545,1316.451899,-1847204.185
935.4143355,-130303.5947,1141.660706,-109607.6918,1238.498502,-66752.46734,462.3412384,-4630690.844,847.3334775,-1912159.611,1912.604143,-1472880.566,457.6216688,-1697165.406,859.2346232,-1576644.571,1710.629035,-1553124.942,464.0548455,-2239667.169,851.0976247,-2776225.832,1370.269548,-1836009.488
964.4358171,-127585.6896,1174.686863,-107157.222,1273.517048,-56639.25926,484.1420914,-3206785.958,881.3833012,-1909061.808,1995.632001,-1482138.157,477.885012,-2588892.011,898.8946216,-1567152.201,1787.693847,-1539022.367,483.7901325,-2255109.663,887.7421941,-2811650.626,1428.384277,-1831989.268
992.506693,-124955.6241,1208.564586,-104200.023,1303.685153,-46058.36224,505.245961,-3395168.954,920.6715795,-1407341.429,2112.732583,-1503372.944,499.3326522,-2617081.191,936.946592,-1545868.995,1859.969479,-1526889.581,504.3730243,-2311297.327,924.7005197,-2830607.362,1487.783037,-1822359.176
1021.578684,-122963.8985,1235.975341,-102441.6679,1339.192697,-34314.89353,526.3376185,-3182244.529,955.7185996,-1150235.419,,,520.3122661,-2657546.888,972.9939138,-1529840.243,1933.77523,-1512617.84,524.7231194,-2241959.546,963.7440447,-2853871.48,1542.882545,-1819114.762
1045.880935,-120369.7987,1267.979118,-99720.69976,1368.820936,-21811.37211,546.8203041,-3511291.505,992.2683311,-1424957.545,,,541.7770084,-1693358.704,1008.254728,-1518247.772,2007.893007,-1496087.112,545.9220143,-2262900.823,1001.51392,-2869185.744,1606.187099,-1812011.789
1075.466633,-118331.4533,1298.789429,-97387.44826,1408.817767,-7724.904862,568.0155568,-3795074.149,1031.129068,-1451682.843,,,562.7381819,-2793895.484,1047.77316,-1526955.574,,,565.2869738,-2238808.685,1037.045888,-2826328.724,1661.482769,-1806562.32
1104.167691,-116468.2715,1333.091687,-94798.75692,1443.624404,7355.627413,588.4353828,-1427838.343,1065.743901,-1482564.552,,,582.6396326,-2829732.102,1082.04244,-1497926.329,,,586.5964678,-2250309.613,1075.886033,-2836083.38,1720.313567,-1799106.682
1132.537294,-114664.2876,1364.173975,-93109.25168,1484.472562,22767.58284,609.2685102,-1427380.757,1099.590893,-1537647.488,,,603.5070414,-1605223.269,1120.733406,-1485753.435,,,606.0798005,-2217688.567,1113.275761,-2858260.339,1786.052087,-1794295.486
1159.341431,-112423.9257,1400.966792,-91210.40376,1516.670909,40078.32917,629.8848196,-2645098.078,1137.579611,-1543825.743,,,625.1023563,-1606928.651,1152.865064,-1473766.564,,,623.5947557,-2229205.228,1147.702934,-1756183.626,1848.061745,-1789976.846
1189.51802,-109886.6981,1432.112086,-88050.18615,1547.541843,53850.79865,649.8116994,-2813274.114,1176.021995,-1247426.201,,,645.1882782,-2050003.67,1191.312357,-1467873.917,,,644.1557897,-2245742.716,1187.157233,-1846389.654,1896.876812,-1784602.747
1218.181743,-107309.6919,1464.749192,-83756.5668,1593.369847,35990.89843,670.570124,-3033312.931,1214.562054,-1262007.558,,,666.611267,-1627052.391,1232.164558,-1462360.389,,,664.1417491,-2224802.081,1224.292572,-1749188.152,1959.194358,-1779585.099
1247.780999,-105176.3959,1499.667636,-79690.85518,1626.494982,69643.73552,691.1955354,-3382469.1,1255.094758,-1283672.074,,,688.0109707,-1625710.235,1269.086144,-1449112.251,,,684.9354371,-2354217.573,1262.280803,-1742393.578,2012.798886,-1774522.557
1276.088471,-102295.3875,1531.326085,-75899.92256,1655.537573,81407.56903,710.9237764,-1263293.947,1293.334041,-1293300.271,,,708.3067919,-1658180.873,1307.611946,-1435147.837,,,705.6744454,-2299583.457,1299.357268,-1729361.189,,
1300.240827,-99901.68061,1568.084065,-70930.03235,1692.495854,92428.11349,731.9850914,-3274226.844,1333.428705,-1324189.426,,,729.242249,-1599733.688,1345.424426,-1422173.935,,,724.129321,-2259550.34,1337.767882,-1722832.143,,
1328.765601,-99276.7655,1603.818943,-64011.92148,1722.947342,101132.0421,751.4047523,-2232932.435,1367.933611,-1335641.346,,,749.2024898,-1603807.827,1381.836094,-1395133.535,,,744.6215369,-2282675.78,1375.065894,-1719194.642,,
1359.237047,-93140.20105,1634.121049,-57018.93384,1753.47705,106620.3977,770.7830147,-1269592.275,1405.599746,-1343634.376,,,769.330155,-1581689.297,1418.382045,-1385543.057,,,765.0258621,-2315020.079,1410.741991,-1720959.302,,
1388.7342,-88685.36613,1670.608696,-49182.68196,1788.301389,109745.3633,792.0441357,-2241640.243,1438.399859,-1371853.043,,,790.5986266,-1582991.866,1457.127997,-1373012.614,,,785.2944354,-2321326.378,1448.830138,-1712688.089,,
1417.899003,-84079.1568,1701.073619,-42056.31665,1814.542723,111632.0241,813.1154849,-2399234.829,1475.833783,-1410570.211,,,810.1121007,-1681312.73,1493.966555,-1359765.536,,,805.2718759,-2323245.698,1484.763637,-1716279.825,,
1443.759354,-77820.93432,1732.161138,-35818.09953,1846.695694,113440.5181,835.0169865,-1151613.325,1516.074347,-1473407.988,,,830.3067512,-1592226.642,1528.516343,-1355115.384,,,825.7488887,-2306185.951,1524.613087,-1713536.053,,
1469.694008,-71462.98595,1761.555181,-30515.92275,1897.156989,114500.9737,854.0795038,-2770290.481,1556.472322,-1472579.114,,,846.7470337,-1685625.661,1566.801876,-1346146.439,,,845.7214659,-2349122.819,1562.388653,-1702793.241,,
1495.305071,-64501.73711,1790.934087,-25394.82361,1924.557669,115724.8416,875.111911,-2679503.611,1594.862844,-1496452.166,,,868.6803529,-1669864.591,1603.636477,-1337892.895,,,866.4620769,-2351059.386,1598.371913,-1701401.579,,
1523.482653,-58939.58073,1821.04066,-19370.55253,1953.076597,116642.0673,895.8356905,-1173857.172,1637.038356,-1441782.995,,,888.9846393,-1720455.796,1639.469177,-1331476.116,,,886.3116712,-2296271.802,1636.907113,-1696413.429,,
1558.006244,-55086.55311,1853.556405,-12501.39059,1995.147035,117265.6246,917.5886075,-2863020.636,1677.9645,-1472143.761,,,909.1764113,-1744859.847,1679.323694,-1321049.204,,,907.1036498,-2320709.766,1675.806011,-1695663.559,,
1585.500127,-52805.73735,1879.545922,-4752.25151,2024.00182,118236.5996,939.411677,-3103973.177,1720.61443,-1214568.836,,,930.0105297,-1757567.156,1717.360336,-1313252.105,,,925.5362912,-2271022.683,1707.114807,-1691240.16,,
1610.796481,-51055.07083,1905.610409,3212.643625,,,961.2136441,-3289496.28,1756.331301,-1212566.032,,,949.720057,-1740774.425,1759.44849,-1304238.685,,,946.392047,-1821353.204,1741.671777,-1822747.436,,
1638.39156,-49370.60921,1938.161693,11920.67876,,,980.745258,-3320354.451,1798.197065,-992310.0453,,,971.5903547,-1744796.63,1795.943547,-1299831.584,,,967.0143775,-2301238.427,1775.320926,-1819508.362,,
1665.356592,-47604.19844,1968.723944,21527.41785,,,1001.069009,-3375249.85,1840.421206,-987970.9178,,,993.812777,-1818381.682,1834.323853,-1292011.087,,,985.5423725,-1753707.467,1814.850729,-1684645.344,,
1695.633353,-46075.84921,1998.869082,32082.95202,,,1021.134775,-3541073.707,1880.64005,-997497.645,,,1014.987204,-1789210.97,1871.951343,-1281441.035,,,1006.507716,-1799475.477,1847.444846,-1681548.989,,
1723.344159,-43814.50029,2032.612197,43172.69771,,,1041.453495,-1233475.463,1919.906411,-1017187.11,,,1036.048107,-1816281.803,1908.405657,-1271653.21,,,1029.170348,-1778429.004,1878.786904,-1676264.863,,
1752.884285,-40696.44535,,,,,1062.546897,-1306169.159,1962.141008,-1023319.422,,,1056.666177,-1831313.822,1941.196943,-1263770.516,,,1047.185713,-1730944.42,1915.538916,-1674930.635,,
1782.034573,-37235.07731,,,,,1082.251248,-4492635.634,2001.234751,-1022953.406,,,1078.17648,-1877910.094,1978.558062,-1253789.359,,,1068.179626,-2356846.69,1947.408223,-1669351.355,,
1810.370292,-33689.03848,,,,,1102.421595,-4798012.631,,,,,1098.754072,-1857713.08,2017.460933,-1248089.084,,,1086.760455,-1755986.418,1979.552362,-1672092.961,,
1838.147256,-29744.47693,,,,,1123.632903,-5094651.136,,,,,1117.707484,-1882753.19,,,,,1106.26531,-1727694.713,2017.359623,-1663994.488,,
1867.736389,-25707.5361,,,,,1144.650077,-5660788.785,,,,,1138.803684,-1878099.194,,,,,1126.150052,-1739108.07,,,,
1892.469369,-22262.46496,,,,,1165.255399,-4705532.256,,,,,1159.187455,-1944419.427,,,,,1144.620972,-2358435.403,,,,
1920.071994,-17708.99038,,,,,1184.156245,-1105815.8,,,,,1180.818146,-1939801.007,,,,,1165.474358,-1783908.247,,,,
1948.123536,-13260.59555,,,,,1205.361156,-1065425.402,,,,,1202.213658,-1970825.355,,,,,1185.116253,-2361813.082,,,,
1976.903039,-8057.218582,,,,,1226.827913,-1091236.004,,,,,1222.603683,-1964636.147,,,,,1205.456882,-1744894.471,,,,
2004.316367,-2484.764189,,,,,1247.551954,-1091341.587,,,,,1242.914201,-1993310.959,,,,,1225.379837,-1740397.938,,,,
,,,,,,1268.204692,-1106029.553,,,,,1263.596243,-2027921.674,,,,,1245.454776,-2355726.947,,,,
,,,,,,1288.795467,-7328019.46,,,,,1283.190643,-2041262.291,,,,,1266.63524,-1720199.664,,,,
,,,,,,1308.503097,-6786803.335,,,,,1303.592299,-2042967.169,,,,,1287.487997,-1733327.703,,,,
,,,,,,1330.371737,-7049329.724,,,,,1324.287651,-2055699.192,,,,,1306.503743,-1729477.579,,,,
,,,,,,1351.160423,-8100960.082,,,,,1344.150633,-2094560.034,,,,,1326.301483,-1702116.184,,,,
,,,,,,1372.089011,-8428288.772,,,,,1364.222633,-2089427.287,,,,,1346.571304,-1704969.706,,,,
,,,,,,1393.742741,-1161606.112,,,,,1386.081992,-2095279.757,,,,,1365.61213,-1718816.133,,,,
,,,,,,1414.214388,-1188561.367,,,,,1406.548518,-2023305.905,,,,,1386.562212,-1716703.644,,,,
,,,,,,1434.563423,-1.00E+07,,,,,1426.831105,-2043821.965,,,,,1407.872332,-1720604.172,,,,
,,,,,,1455.157837,-1.12E+07,,,,,1446.935332,-1895905.068,,,,,1428.65239,-1700792.981,,,,
,,,,,,1476.357799,-8110568.461,,,,,1468.258071,-1897341.076,,,,,1448.687739,-1695183.129,,,,
,,,,,,1497.431899,-8561184.51,,,,,1488.421392,-1882498.402,,,,,1469.839163,-1711789.123,,,,
,,,,,,1518.512999,-9481816.075,,,,,1508.736147,-1902868.793,,,,,1489.779882,-1751793.394,,,,
,,,,,,1539.961312,-1293498.08,,,,,1528.673598,-1910444.021,,,,,1509.994481,-1700571.858,,,,
,,,,,,1561.578963,-1.07E+07,,,,,1549.837366,-1908838.093,,,,,1530.383795,-1712056.224,,,,
,,,,,,1582.481241,-1.13E+07,,,,,1570.245208,-1910348.927,,,,,1550.309489,-2196004.185,,,,
,,,,,,1602.745389,-1.18E+07,,,,,1590.932848,-1959489.849,,,,,1572.106093,-1701468.886,,,,
,,,,,,1624.137176,-1354280.788,,,,,1611.711831,-1994528.262,,,,,1593.511487,-1702263.226,,,,
,,,,,,1644.319198,-1.36E+07,,,,,1630.110466,-1967303.712,,,,,1611.555049,-1695760.322,,,,
,,,,,,1665.009539,-1318169.958,,,,,1650.633398,-1992796.246,,,,,1632.162691,-1702625.737,,,,
,,,,,,1686.107865,-1296080.828,,,,,1671.354185,-2000904.069,,,,,1650.756325,-1696140.399,,,,
,,,,,,1707.597318,-1284192.294,,,,,1691.039628,-1997566.501,,,,,1672.955839,-1730184.673,,,,
,,,,,,1728.392464,-1.92E+07,,,,,1710.570834,-2063142.389,,,,,1694.914096,-1697544.5,,,,
,,,,,,1748.362706,-1.68E+07,,,,,1731.542435,-1953882.864,,,,,1716.71297,-1707259.657,,,,
,,,,,,1768.937067,-1.74E+07,,,,,1752.515387,-2009523.414,,,,,1738.240888,-1672440.939,,,,
,,,,,,1789.739583,-1219562.566,,,,,1773.244941,-2072109.326,,,,,1759.721621,-2190377.53,,,,
,,,,,,1810.817639,-1.34E+07,,,,,1794.989845,-2147679.557,,,,,1780.873163,-1689150.867,,,,
,,,,,,1829.85202,-1157896.822,,,,,1814.439014,-2116879.145,,,,,1800.303911,-1691178.639,,,,
,,,,,,1847.783724,-1.48E+07,,,,,1835.887062,-2166930.495,,,,,1821.482279,-1691332.203,,,,
,,,,,,1868.13753,-1.62E+07,,,,,1855.188226,-1216439.86,,,,,1842.18362,-2177626.863,,,,
,,,,,,1887.731236,-1.54E+07,,,,,1874.012626,-1211107.28,,,,,1863.637943,-1692266.151,,,,
,,,,,,1909.801493,-1.61E+07,,,,,1894.895277,-2168630.232,,,,,1884.162077,-1680605.436,,,,
,,,,,,1930.229977,-1.48E+07,,,,,1915.626496,-1204728.332,,,,,1905.274894,-2186650.543,,,,
,,,,,,1951.159807,-1.53E+07,,,,,1935.742527,-1208453.895,,,,,1925.570218,-1676779.164,,,,
,,,,,,1972.90093,-4627434.33,,,,,1955.786949,-1203314.916,,,,,1945.243903,-2196012.061,,,,
,,,,,,1994.484627,-1246481.184,,,,,1976.896019,-1209998.528,,,,,1966.02324,-1673051.964,,,,
,,,,,,2013.682741,-5084534.622,,,,,1998.146739,-2222394.607,,,,,1985.053115,-1680597.921,,,,
,,,,,,,,,,,,2018.960918,-1203844.444,,,,,2007.576132,-1679278.908,,,,
