DAG
at1 has 2 parent(s): {cl, GlobalHidden_0}
at2 has 2 parent(s): {cl, GlobalHidden_0}
at3 has 2 parent(s): {cl, GlobalHidden_0}
cl has 0 parent(s): {}
GlobalHidden_0 has 0 parent(s): {}

Sample	GlobalHidden_0	 Accuracy
20000	9.788426507049662	0.79
20100	9.619952671314126	0.85
20200	9.424631242303837	0.91
20300	10.070784302170761	0.82
20400	9.510700148259877	0.9
20500	9.13401915564826	0.86
20600	9.40741322710839	0.82
20700	9.379193035023672	0.8
20800	9.186315645843472	0.87
20900	9.437844633151117	0.78
21000	9.992012415094075	0.83
21100	9.588676724115679	0.89
21200	9.415845624882623	0.9
21300	8.977187426857048	0.88
21400	9.664889952174025	0.8
21500	9.617451113336152	0.82
21600	8.980976145695058	0.91
21700	9.486104577125502	0.84
21800	9.619772293642804	0.76
21900	9.446500650246323	0.85
22000	9.856059309352942	0.86
22100	9.782204218819832	0.91
22200	9.249017966120155	0.88
22300	9.7134122336446	0.89
22400	9.684306661357148	0.83
22500	9.757275031183623	0.87
22600	9.69579877637161	0.86
22700	9.452227071433358	0.84
22800	9.35514662965038	0.82
22900	9.358344388859528	0.89
23000	9.532110707297441	0.82
23100	10.03709496020178	0.84
23200	9.516399468529551	0.92
23300	9.607323572854042	0.84
23400	9.34083874369506	0.9
23500	9.149226193687008	0.88
23600	9.506809758074382	0.81
23700	9.456459541667655	0.87
23800	9.026025517583506	0.87
23900	9.4425718394717	0.74
24000	9.13029080198207	0.83
24100	9.477013133100002	0.79
24200	9.479954512051743	0.81
24300	9.70656251288638	0.84
24400	10.016019175070715	0.87
24500	9.452596770858587	0.87
24600	9.624220392083835	0.86
24700	9.467543311298284	0.88
24800	9.773599178539929	0.84
24900	9.635763362788966	0.88
25000	9.79361256365992	0.82
25100	9.6896270824157	0.83
25200	9.39183834309986	0.86
25300	9.300831229085142	0.86
25400	9.451140399765146	0.81
25500	9.631674336852374	0.85
25600	9.609453557693	0.9
25700	9.65732478363905	0.92
25800	9.532335921845055	0.89
25900	9.415482366818454	0.87
26000	9.929834251153057	0.85
26100	9.067165406763747	0.85
26200	9.97735934886295	0.82
26300	9.53705630219692	0.91
26400	9.76966995380728	0.85
26500	9.39020979634052	0.87
26600	9.516961761484314	0.83
26700	9.48647465949561	0.84
26800	9.580395870319133	0.75
26900	9.78455618912903	0.83
27000	9.579104567035092	0.85
27100	9.298605249746062	0.79
27200	9.151509484752026	0.87
27300	9.627160005457812	0.82
27400	9.72614525237788	0.86
27500	9.678239642681328	0.86
27600	9.52833562710375	0.85
27700	9.555835850938413	0.91
27800	9.667812128218506	0.81
27900	10.047409051232783	0.91
28000	9.289775480694484	0.85
28100	9.175085116267068	0.8
28200	9.134692355695114	0.83
28300	9.303655241715918	0.83
28400	9.895403236138744	0.83
28500	9.946789395406709	0.85
28600	9.301416366530928	0.83
28700	9.637023111559147	0.9
28800	9.693879691341973	0.82
28900	9.034646815164246	0.81
29000	9.471665514672518	0.81
29100	9.318493685912724	0.89
29200	9.711708880661906	0.79
29300	9.46487673680167	0.92
29400	9.997969579822426	0.91
29500	9.604936626153307	0.84
29600	9.615594165044122	0.87
29700	9.916524780493722	0.83
29800	9.488765217519095	0.86
29900	9.511625455969144	0.92
30000	9.4136270962045	0.8
30100	8.533016380922067	0.82
30200	9.060704227444367	0.79
30300	8.933712115459718	0.77
30400	8.969887357156516	0.87
30500	9.24673277466835	0.87
30600	9.000412742052696	0.88
30700	8.989770872395585	0.79
30800	9.366289047998448	0.87
30900	9.026339946653826	0.86
31000	9.031643323961172	0.85
31100	9.038678571209593	0.84
31200	8.656240003600054	0.91
31300	9.027022879039775	0.87
31400	9.386417957238313	0.86
31500	9.002799471315543	0.85
31600	8.886575050133724	0.84
31700	8.909455709172077	0.84
31800	9.276231702469724	0.87
31900	9.308031855922493	0.81
32000	9.214504378069613	0.82
32100	8.86723707014066	0.86
32200	9.454622863163767	0.88
32300	8.989451871166608	0.84
32400	9.255597000323442	0.93
32500	9.568178681087968	0.85
32600	8.856127004776935	0.83
32700	9.534073266376442	0.79
32800	9.13472613319177	0.9
32900	9.488044996826238	0.83
33000	9.447778047292115	0.92
33100	9.279030083487845	0.86
33200	9.094441452469713	0.81
33300	9.331538314085508	0.84
33400	9.278032366233548	0.85
33500	8.879806655507222	0.83
33600	9.047795001526953	0.83
33700	8.758165594858175	0.84
33800	8.656071568365029	0.79
33900	9.248226369249396	0.87
34000	9.304325419596504	0.91
34100	9.097888389919945	0.75
34200	8.878623546507336	0.82
34300	8.57507896850278	0.82
34400	8.878654352643872	0.87
34500	9.209898388787154	0.88
34600	9.330016041932025	0.85
34700	9.030176392736477	0.83
34800	9.40347516854966	0.85
34900	9.37541210082687	0.85
35000	9.088049943950143	0.82
35100	9.217539066023257	0.87
35200	9.560509849968666	0.86
35300	9.167890527140077	0.84
35400	9.430178644240632	0.88
35500	8.812903439366412	0.8
35600	8.967331631297363	0.94
35700	9.066881329679843	0.79
35800	8.663835764253712	0.86
35900	8.544166947112982	0.87
36000	9.796782721465627	0.89
36100	9.343073795938903	0.84
36200	9.141347247920239	0.82
36300	9.39029621872759	0.89
36400	9.230931758380535	0.8
36500	9.1934463619173	0.86
36600	9.044105150840812	0.78
36700	9.583722445449618	0.86
36800	9.3050941069738	0.85
36900	9.07306340257424	0.86
37000	9.05159018902407	0.92
37100	8.790455999513593	0.9
37200	9.72092129542109	0.9
37300	8.757027655386404	0.77
37400	9.283021904475845	0.9
37500	9.367641962326216	0.84
37600	9.059603393119737	0.82
37700	9.330479964532469	0.91
37800	8.941005036424372	0.83
37900	9.023137060595454	0.85
38000	9.047315781276952	0.86
38100	9.325513218959948	0.91
38200	9.40299782410727	0.9
38300	9.011398393772563	0.81
38400	8.82680171284406	0.86
38500	9.05371669805843	0.88
38600	9.561351923707075	0.84
38700	8.87954475910441	0.76
38800	9.080548455523461	0.87
38900	9.055130565958853	0.85
39000	9.241792575586139	0.83
39100	9.590062183092071	0.83
39200	9.256074786103213	0.81
39300	9.327512413469535	0.81
39400	8.96692344980582	0.87
39500	8.77837904243663	0.87
39600	8.908953581071067	0.85
39700	9.621097870588638	0.86
39800	9.047717469559407	0.87
39900	9.251108577436474	0.88
40000	8.995389323889233	0.79
40100	9.868248810364836	0.81
40200	8.90755593411238	0.77
40300	8.935971486617092	0.89
40400	9.016925555742079	0.81
40500	9.019550297178643	0.86
40600	9.311227503884407	0.86
40700	9.238057781695861	0.86
40800	9.45300964796388	0.89
40900	8.983969352805484	0.85
41000	9.017143673922671	0.9
41100	8.99877563455363	0.88
41200	8.89601403865895	0.87
41300	8.902723121271993	0.93
41400	8.876425693490466	0.85
41500	9.06253539712208	0.84
41600	9.316907313306368	0.9
41700	8.801674068322368	0.89
41800	9.098843980596023	0.91
41900	9.157219044665235	0.88
42000	9.093654249498885	0.92
42100	9.383992729391755	0.88
42200	9.347561173283216	0.87
42300	9.016201354919104	0.78
42400	9.187346468406655	0.85
42500	8.92688244760837	0.82
42600	9.003471162937213	0.91
42700	9.299628618463883	0.9
42800	9.449476998111738	0.81
42900	8.774361191503358	0.85
43000	9.511495925471255	0.89
43100	9.4902538153405	0.84
43200	9.373458302319234	0.84
43300	8.93597781449613	0.88
43400	8.87740930381091	0.82
43500	8.922592223179034	0.83
43600	9.536654891466197	0.87
43700	9.181065067376812	0.87
43800	8.510298349236157	0.87
43900	9.202448031348904	0.91
44000	9.562400639875534	0.86
44100	9.022041469027666	0.88
44200	9.102773974644961	0.91
44300	8.910322763117891	0.87
44400	9.511937411504249	0.94
44500	8.856162044519568	0.88
44600	9.107503800202501	0.87
44700	9.229243095776146	0.81
44800	9.579681100475915	0.83
44900	9.35734821131351	0.87
45000	9.236730479926223	0.86
45100	9.47826807935409	0.83
45200	9.439568691246269	0.81
45300	9.558670254297303	0.76
45400	9.237862630006449	0.85
45500	9.069053811268311	0.87
45600	9.472751910995509	0.8
45700	9.27381958878341	0.85
45800	9.145813713283621	0.82
45900	9.666207722054107	0.74
46000	9.5238350036437	0.88
46100	9.46342703749777	0.8
46200	9.378146912557268	0.77
46300	9.714077691231633	0.8
46400	9.547884813056385	0.86
46500	9.244476044998235	0.84
46600	9.522441356968876	0.79
46700	9.691937297486934	0.82
46800	9.646621970202727	0.84
46900	9.917321927004286	0.81
47000	9.297367057310494	0.93
47100	9.316824487105277	0.82
47200	9.428497954954297	0.79
47300	9.875907082298157	0.85
47400	9.211793526568531	0.89
47500	9.640674853918458	0.84
47600	9.245466158480562	0.82
47700	9.312299417318064	0.82
47800	9.581659540199146	0.8
47900	9.605791229754558	0.84
48000	9.519789869401327	0.9
48100	9.487627221483917	0.83
48200	10.035151966703442	0.8
48300	9.45052273254861	0.83
48400	9.225936868736303	0.82
48500	9.520941759407899	0.82
48600	9.74128365928424	0.88
48700	9.304367180061586	0.84
48800	9.493808946267052	0.73
48900	9.764451131189885	0.88
49000	10.166427853671262	0.83
49100	9.316775309137883	0.87
49200	9.47269833997359	0.89
49300	9.430628788872035	0.83
49400	9.641308398068675	0.86
49500	9.469291732128195	0.89
49600	9.863351804886642	0.85
49700	9.43554906922492	0.82
49800	9.985661416944476	0.81
49900	9.690694155551345	0.95
50000	9.902202812516816	0.81
50100	9.441977989098413	0.9
50200	9.744035118572146	0.83
50300	9.40893077319574	0.87
50400	9.933645900586567	0.88
50500	9.25813199288559	0.89
50600	9.182799896881741	0.84
50700	9.712018239319132	0.81
50800	9.29331488344878	0.86
50900	9.631087597106758	0.86
51000	9.125005609200244	0.81
51100	9.502608941271358	0.86
51200	9.273720813960228	0.87
51300	9.68931816047062	0.82
51400	9.396539481396493	0.9
51500	9.641879547252234	0.85
51600	9.762488682474745	0.76
51700	9.919937032745645	0.87
51800	9.541419724741228	0.91
51900	9.57578031789603	0.84
52000	9.525089939162191	0.83
52100	9.203725692370119	0.86
52200	9.86044718843802	0.88
52300	9.682877324430697	0.88
52400	9.198678210934208	0.83
52500	9.573256616088814	0.87
52600	9.06183498148426	0.84
52700	9.505936264114112	0.79
52800	9.619718618281622	0.82
52900	9.760814244647024	0.87
53000	9.668192229370659	0.82
53100	9.236882211754349	0.85
53200	9.565542029052143	0.71
53300	10.07257134853064	0.83
53400	10.22293879584318	0.85
53500	9.054490894328085	0.89
53600	9.673632275509787	0.81
53700	9.060215104737885	0.93
53800	9.544022130441805	0.82
53900	9.700111153597183	0.84
54000	9.445200505083232	0.92
54100	9.359771917845352	0.81
54200	9.566398389030253	0.87
54300	9.833944144333044	0.85
54400	9.49583814007239	0.91
54500	9.686405200031421	0.87
54600	8.943284679648947	0.88
54700	10.044302595687386	0.76
54800	9.653316568874814	0.89
54900	9.918090297315295	0.86
55000	9.695891141399505	0.88
55100	9.847341723501309	0.87
55200	9.309143245903497	0.82
55300	9.690838474501422	0.77
55400	9.821207080852616	0.88
55500	9.89119063597274	0.88
55600	9.632685476461926	0.86
55700	9.470161655410868	0.78
55800	9.596157814929512	0.82
55900	9.502913288769623	0.88
56000	8.962471872437431	0.91
56100	9.942297602847146	0.84
56200	9.39756784344919	0.82
56300	9.74472906267543	0.85
56400	9.372783445715342	0.89
56500	9.187854870912233	0.87
56600	9.119800215783515	0.79
56700	9.279800021464808	0.83
56800	9.621618917446654	0.81
56900	9.377211707356027	0.88
57000	9.182847856619397	0.8
57100	9.413313132065102	0.81
57200	9.420110040394999	0.86
57300	9.795303793735217	0.82
57400	9.381807966906118	0.86
57500	9.220194975808088	0.86
57600	9.429465648585897	0.84
57700	9.464504963658188	0.82
57800	9.81959106571395	0.81
57900	9.5572706091203	0.88
58000	9.695290986458533	0.82
58100	9.638096023024449	0.92
58200	9.757187222538743	0.82
58300	9.794170502200323	0.84
58400	9.73607250513274	0.9
58500	9.642767946793803	0.84
58600	9.710455345803423	0.85
58700	9.293809774606308	0.88
58800	8.97896699183126	0.86
58900	9.418510709337099	0.78
59000	9.132172187108152	0.81
59100	9.601247555086353	0.82
59200	9.819533759365706	0.86
59300	9.452538742677193	0.9
59400	9.9085360710432	0.89
59500	9.886021592290074	0.84
59600	9.614468031888576	0.85
59700	9.741856793259915	0.79
59800	9.359817294718122	0.81
59900	9.546936304173798	0.86
60000	9.571973996556231	0.87
0.8510482529118136
