@relation dataset

@attribute SEQUENCE_ID real
@attribute TIME_ID real
@attribute ClassVar {0.0, 1.0}
@attribute DiscreteVar1 {0.0, 1.0}
@attribute DiscreteVar2 {0.0, 1.0}
@attribute DiscreteVar3 {0.0, 1.0}
@attribute ContinuousVar1 real
@attribute ContinuousVar2 real
@attribute ContinuousVar3 real


@data
0,46,0.0,1.0,1.0,0.0,-1.4529924108914098,668.6254174723504,-4.468085516002269
0,47,0.0,0.0,1.0,0.0,2.4167601152457436,-782.8995322415343,-3.188173379754655
0,48,1.0,0.0,1.0,0.0,-6.090304953338006,-815.0297034851086,-1.7907624478503137
0,49,0.0,1.0,0.0,1.0,4.152894486126958,956.0903002081021,1.5407421605607108
0,50,1.0,1.0,1.0,1.0,-4.779796056890836,995.0567136104991,0.4520619310622744
0,51,0.0,1.0,1.0,1.0,5.042418137056775,-1164.804066482634,0.020504244805389482
0,52,0.0,1.0,1.0,0.0,-3.792157546156543,1365.4248355200868,-1.939961415684558
0,53,0.0,1.0,1.0,0.0,4.524173370977768,-1598.7182723237675,-0.5500373610848535
0,54,1.0,1.0,1.0,1.0,-9.257350692090005,-1667.0752285209858,1.2097808033744168
0,55,0.0,0.0,1.0,0.0,8.046081357815243,1952.4209596621365,0.7492955867481139
0,56,0.0,1.0,1.0,0.0,-5.9057286827327795,-2287.5579011456234,-1.0242158163521056
0,57,1.0,0.0,0.0,0.0,7.309671769705859,-2382.805492991213,0.06719945689737014
0,58,0.0,0.0,0.0,0.0,-5.791668619091604,2792.1331138774644,-0.3940334014440269
0,59,0.0,0.0,1.0,1.0,5.731216291057034,-3270.0906223419784,-3.9970146057792286
0,60,0.0,0.0,0.0,1.0,-1.582877780110802,3828.9832230270354,-1.1059649780628615
0,61,0.0,1.0,0.0,0.0,2.506348802740037,-4484.84607852639,-1.7324505367510683
0,62,0.0,1.0,0.0,0.0,-0.24249976071407264,5252.7205550699055,-0.004402884476372382
0,63,0.0,1.0,0.0,0.0,-0.836683663094275,-6151.4080791214155,-2.6853936558916787
0,64,0.0,0.0,0.0,1.0,0.5011452723241913,7205.141413140522,-4.546785701145723
0,65,0.0,0.0,0.0,1.0,-0.1300783270489597,-8438.922248796302,-1.970748356583441
0,66,1.0,1.0,1.0,0.0,-1.0735233792287275,-8793.801403568314,-3.7456279224400992
0,67,1.0,0.0,0.0,1.0,1.6468290522047009,-9163.2674461607,-0.7295518256062464
0,68,0.0,1.0,0.0,0.0,-1.2068283530769182,10732.76914560659,-1.4442212802032366
0,69,1.0,0.0,1.0,1.0,2.061588398333037,11184.462126357212,-1.2644219341405654
0,70,0.0,1.0,0.0,1.0,-0.2326248514051481,-13100.127508985343,-2.215958558818733
0,71,0.0,0.0,0.0,0.0,0.09390412152848315,15344.449787875566,-2.3704681532962906
0,72,1.0,0.0,1.0,1.0,0.13704091889827552,15990.836115840999,-1.3567549990232304
0,73,1.0,1.0,1.0,0.0,-1.4087181905633746,16664.790915404115,-0.7461875313795244
0,74,0.0,0.0,1.0,1.0,1.9466943813986886,-19518.05987236518,0.06131506522777852
0,75,0.0,1.0,0.0,0.0,-1.8914380378781106,22860.017530866633,-0.8092439285053716
0,76,1.0,1.0,1.0,1.0,1.714553774943278,23822.839589685278,0.14751679355882957
0,77,1.0,0.0,1.0,0.0,-3.071262036537969,24825.90481587835,0.3072197426330551
0,78,0.0,1.0,0.0,0.0,1.6723080487478266,-29077.50141911873,-0.28622463174269663
0,79,0.0,1.0,1.0,1.0,-0.10591132628636235,34056.10352734934,-2.4889280739014796
0,80,0.0,1.0,1.0,1.0,1.3728673997618754,-39885.06037254138,-1.9970590046153094
0,81,0.0,1.0,0.0,1.0,-0.7093278506256577,46715.196809615685,-0.6138713262123929
0,82,0.0,0.0,1.0,0.0,3.2811347009254828,-54713.90478864701,0.2648491645972748
0,83,1.0,1.0,0.0,1.0,-3.8574228844737144,-57013.69213803698,-1.5992253988080685
0,84,1.0,0.0,1.0,0.0,3.889524988016956,-59410.10585192302,-0.3902913985389094
0,85,1.0,0.0,1.0,0.0,-5.543319042195763,-61907.48724688256,0.354898275378559
0,86,1.0,1.0,1.0,0.0,6.798173231369645,-64510.37283330322,-0.2993565542049613
0,87,0.0,0.0,1.0,1.0,-3.9052513941802642,75555.29866153795,-0.909440965244478
0,88,1.0,1.0,0.0,1.0,3.635176454689543,78732.72515724145,0.2844810721873011
0,89,1.0,0.0,1.0,0.0,-5.8188227734884075,82042.71819281079,1.48894751553856
0,90,1.0,1.0,0.0,1.0,5.8322829997756465,85494.92651109851,-0.122773953957459
0,91,1.0,0.0,1.0,1.0,-10.33287276249746,89089.72742017674,-1.2744850480005587
0,92,0.0,0.0,1.0,0.0,6.655043748935009,-104344.5844993866,-3.42898564774896
0,93,0.0,0.0,1.0,1.0,-5.356844320269079,122214.06283471797,-1.9355341536781911
0,94,1.0,0.0,0.0,1.0,5.664693488219022,127354.21204043247,0.5760689946576522
0,95,0.0,1.0,1.0,0.0,-3.384665551197281,-149162.75538839272,1.3376761019056387
0,96,0.0,0.0,0.0,1.0,2.8343251348882315,174706.3101137188,0.07526508304756
0,97,0.0,0.0,1.0,0.0,-1.052650933443773,-204622.51571689907,-1.6205799266908039
0,98,1.0,1.0,0.0,1.0,1.8810177535490957,-213226.3724665243,-2.3366623849539985
0,99,1.0,0.0,1.0,0.0,-5.111709579328138,-222189.24615013466,0.7134568925272208
0,100,0.0,0.0,0.0,0.0,3.5021816624725,260236.62315011738,1.9351948662732967
0,101,0.0,1.0,0.0,0.0,-3.3947169923813787,-304798.2891938297,-0.27530669240379313
0,102,0.0,0.0,1.0,1.0,2.1379127460436065,356991.1061149992,-0.04994402327080416
0,103,0.0,0.0,1.0,0.0,-1.2265802510846846,-418119.135579591,-1.6875513450144795
0,104,0.0,0.0,1.0,0.0,0.7243976294093709,489715.59750198224,-1.1104004993371173
0,105,0.0,0.0,0.0,0.0,0.32975111643471783,-573573.4836682744,0.13568897021325177
0,106,0.0,0.0,0.0,0.0,-0.3967520682655376,671790.7639156622,-0.09390499007149544
0,107,0.0,0.0,0.0,1.0,2.0360154731730926,-786825.8144676386,-2.574895655400457
0,108,0.0,0.0,0.0,0.0,-1.3027356822239273,921559.2978336854,-2.7687142146690435
0,109,0.0,1.0,1.0,1.0,1.2272496838737126,-1079364.5716834152,-1.483101096780209
0,110,0.0,1.0,1.0,0.0,0.3215279581376312,1264189.914821118,-1.5208653358170425
0,111,0.0,0.0,0.0,1.0,-0.7562388312798258,-1480665.9259467926,-2.2297013948016327
0,112,0.0,0.0,1.0,1.0,0.11462196852107798,1734210.6611089257,-1.7596140599539796
0,113,1.0,0.0,1.0,1.0,-2.7204112044000843,1807128.7760141443,-1.4182887839145435
0,114,0.0,0.0,1.0,1.0,2.9628403680675417,-2116574.102414637,-1.5836288465477197
0,115,1.0,1.0,1.0,0.0,-4.727804527505117,-2205563.9369565374,-0.3324292384064797
0,116,1.0,0.0,1.0,1.0,5.79853247363503,-2298294.4407051667,1.381217205672264
0,117,1.0,1.0,1.0,0.0,-6.968600505540782,-2394924.2905243533,0.8718873142203813
0,118,1.0,0.0,0.0,1.0,6.451780145056775,-2495617.010517689,-1.3935009542312513
0,119,1.0,1.0,1.0,1.0,-10.034171503535788,-2600544.14591535,-0.2698756815861564
0,120,0.0,1.0,1.0,1.0,8.752402849627309,3045852.6131262565,0.08602991970065732
0,121,0.0,0.0,1.0,0.0,-7.060138499610026,-3567413.0713012666,-1.110672703938579
0,122,0.0,1.0,1.0,0.0,6.473220565972396,4178284.9533024244,-2.023191599218421
0,123,0.0,1.0,1.0,0.0,-3.888391739477311,-4893759.929624607,-2.277555867086227
0,124,1.0,1.0,1.0,1.0,3.30692901227651,-5099513.7558862055,-0.3176573480679823
0,125,0.0,1.0,0.0,1.0,-1.5714729045238311,5972738.2324566925,1.5917344087840148
0,126,0.0,0.0,0.0,0.0,1.9839209175593109,-6995488.840313001,1.200867531017505
0,127,0.0,1.0,0.0,0.0,-1.649328716375255,8193373.240305278,-0.9207024498845099
0,128,0.0,0.0,1.0,0.0,1.2130774220937544,-9596379.170001129,-1.2958564909130748
0,129,1.0,0.0,0.0,0.0,-2.1878038149892998,-9999852.037171459,-0.20716182821484616
0,130,1.0,1.0,0.0,1.0,0.9597881067636139,-1.0420289879464984E7,1.4610549227270648
0,131,1.0,0.0,0.0,1.0,-2.7265089589432296,-1.0858402902066194E7,-0.5337495612228553
0,132,1.0,1.0,1.0,1.0,2.521819060345451,-1.1314938442976538E7,-1.0446146310555322
0,133,0.0,1.0,1.0,0.0,-1.5271834506068103,1.3252468087341132E7,-1.646858564497314
0,134,0.0,1.0,1.0,1.0,0.8550390439819443,-1.5521773986122862E7,-1.5185440366573426
0,135,1.0,0.0,1.0,1.0,-2.752739960044372,-1.6174375216324208E7,-0.6172018632284019
0,136,0.0,0.0,1.0,0.0,3.761325284606297,1.8944018559018005E7,-1.565105408128281
0,137,0.0,1.0,1.0,1.0,-3.685480879272736,-2.2187926555529688E7,-3.2643455699364203
0,138,0.0,1.0,0.0,0.0,3.0589129656297454,2.5987309697359122E7,-2.5849072572462726
0,139,0.0,1.0,1.0,0.0,-0.764589577430937,-3.0437284089549933E7,-1.194948961400097
0,140,0.0,0.0,0.0,1.0,1.522125604706557,3.564925936516183E7,-0.5105235299151202
0,141,0.0,0.0,0.0,1.0,0.3395329342084552,-4.175371378035528E7,-0.11693714031758362
0,142,1.0,0.0,1.0,1.0,-0.7877788798614737,-4.3509223099383265E7,-0.03893309763497871
0,143,1.0,1.0,1.0,1.0,-0.653767343095136,-4.533854211888181E7,-0.3239220283924665
0,144,1.0,0.0,1.0,0.0,-1.3976276913076555,-4.7244774585827395E7,-3.2039508536084984
0,145,1.0,1.0,1.0,1.0,0.9767656721494486,-4.923115434083599E7,0.5533547812971893
0,146,1.0,0.0,1.0,1.0,-3.1445420666355997,-5.130104912759801E7,0.2844265212906948
0,147,1.0,1.0,0.0,0.0,2.500408329525756,-5.345797029167138E7,-2.311221459116597
0,148,1.0,0.0,0.0,0.0,-3.443589512123105,-5.5705578440144144E7,0.7673907079464849
0,149,0.0,1.0,0.0,1.0,3.600339518933087,6.5244407880783774E7,0.03216103307650828
0,150,1.0,0.0,1.0,1.0,-5.923124694498041,6.798757252388018E7,-1.9488943546443425
0,151,1.0,1.0,0.0,1.0,8.33074675984089,7.084607037931055E7,-0.9268501738699582
0,152,0.0,1.0,0.0,1.0,-5.298696252630094,-8.297750201312907E7,-0.3549963445869103
0,153,1.0,0.0,1.0,1.0,5.855048518093737,-8.646624173015583E7,-0.34968273476929423
0,154,0.0,0.0,1.0,0.0,-4.642826176416409,1.0127241836120965E8,0.6264406854143488
0,155,0.0,1.0,1.0,0.0,4.190358431883666,-1.186139525274307E8,-0.15488593799592415
0,156,0.0,1.0,1.0,0.0,-3.0248182210146215,1.3892498978245425E8,-1.2970406809170107
0,157,0.0,1.0,1.0,0.0,2.9816415933930527,-1.6271401849683946E8,-0.8948531270490364
0,158,0.0,1.0,1.0,1.0,-1.5214491448171321,1.905765978123837E8,-1.7031954924096535
0,159,0.0,0.0,1.0,1.0,1.6707851136917504,-2.2321026559562296E8,-0.6595546536805643
0,160,1.0,0.0,1.0,1.0,-1.7761768794591513,-2.325950114999359E8,-1.8029860629141554
0,161,0.0,1.0,1.0,1.0,2.8575497159572025,2.724237662487242E8,-4.610892817287709
0,162,1.0,0.0,1.0,0.0,-5.051643073780043,2.838776659377043E8,1.6299419307500953
0,163,0.0,0.0,1.0,0.0,3.938290774531347,-3.3248788482709485E8,1.3235938078508473
0,164,0.0,1.0,1.0,1.0,-1.1411285463234055,3.8942194819899476E8,1.0066572785388863
0,165,1.0,0.0,1.0,1.0,0.5401883250951447,4.057949718144574E8,2.848133352348771
0,166,0.0,0.0,1.0,0.0,0.3932009359495642,-4.7528188310840756E8,2.2779925166215538
0,167,1.0,0.0,1.0,0.0,-1.0718515321560955,-4.952648352723135E8,-2.2495562462054686
0,168,0.0,0.0,1.0,0.0,1.9706358626803366,5.800722537961287E8,-2.849725177176317
0,169,1.0,0.0,1.0,1.0,-6.8590389012394075,6.044610585296673E8,0.8176746672361331
0,170,0.0,1.0,0.0,0.0,4.069561424611943,-7.079668535172E8,-0.5432897918545281
0,171,1.0,1.0,0.0,0.0,-7.410441699236056,-7.377329119438697E8,-0.7534366699304854
0,172,0.0,0.0,0.0,1.0,6.642974327413866,8.640597143498287E8,-1.7550681128783712
0,173,1.0,1.0,1.0,1.0,-8.189485733275525,9.003886073337369E8,0.22978181821573435
0,174,1.0,1.0,1.0,1.0,9.9117740082512,9.3824492713008E8,2.488331699787606
0,175,1.0,0.0,0.0,1.0,-15.23698572044841,9.776928953480562E8,1.2952139571100068
0,176,1.0,1.0,1.0,1.0,20.171806404883853,1.0187994294793429E9,-0.21101711216711375
0,177,1.0,0.0,0.0,0.0,-26.96961803210348,1.0616342660761116E9,0.6165736539971036
0,178,0.0,0.0,0.0,0.0,21.391700145956317,-1.2434248028036604E9,0.7108922625737503
0,179,0.0,0.0,1.0,0.0,-13.90399070243501,1.4563445146966171E9,1.5051009702385993
0,180,0.0,0.0,0.0,0.0,12.90573380289728,-1.7057238524924266E9,-1.5196014250288177
0,181,1.0,1.0,0.0,0.0,-16.01189795029008,-1.7774400254477782E9,-1.7455101724016682
0,182,1.0,0.0,0.0,0.0,19.57773342362919,-1.8521714643595932E9,1.4928974818089211
0,183,1.0,0.0,1.0,1.0,-27.294447969039993,-1.9300449447495263E9,1.3917078487048464
0,184,0.0,1.0,1.0,0.0,19.727456411022548,2.2605390854592514E9,2.0615231966743672
0,185,0.0,1.0,0.0,1.0,-12.784632600020382,-2.6476258870981407E9,-0.32781064841295826
0,186,0.0,1.0,0.0,0.0,9.419301130431611,3.100996078925961E9,-1.4736858465611893
0,187,0.0,1.0,1.0,1.0,-5.8687283719774195,-3.631999793717852E9,-1.0482519422584318
0,188,0.0,0.0,1.0,1.0,3.945508128481117,4.253930728890704E9,-2.2977817516141847
0,189,1.0,1.0,1.0,0.0,-4.440069628628336,4.432784790936688E9,0.5320152457982776
0,190,1.0,0.0,1.0,0.0,4.800215414905415,4.619158670317554E9,0.5160951914217539
0,191,1.0,1.0,1.0,1.0,-6.395789535999914,4.813368531670457E9,-0.40397800865831734
0,192,0.0,0.0,0.0,0.0,4.254195075110745,-5.637592913803543E9,-0.36421882525047444
0,193,0.0,0.0,1.0,0.0,-3.4831889284160886,6.602954595197463E9,-0.37108707262171947
0,194,1.0,0.0,1.0,1.0,3.7486296592961654,6.880572011084705E9,1.1056039412833365
0,195,0.0,0.0,1.0,0.0,-3.0328212363899194,-8.058777083269665E9,1.1045800999415851
0,196,1.0,1.0,1.0,0.0,1.5112310797324537,-8.39760371638618E9,-0.9588488400589107
0,197,1.0,1.0,0.0,0.0,-4.8195524910803496,-8.750676117567894E9,-1.191370132787547
0,198,1.0,1.0,0.0,1.0,4.02936357336128,-9.118593245348381E9,1.1588237696997945
0,199,0.0,1.0,0.0,1.0,-0.33124611919769453,1.068002924016593E10,-1.8313239454702486
0,200,0.0,1.0,0.0,1.0,1.0846184083931325,-1.2508840070667526E10,-1.1997368450322496
0,201,1.0,0.0,1.0,1.0,-2.3284376995828757,-1.3034767033111542E10,1.6782930370458282
0,202,0.0,0.0,1.0,0.0,-0.4402705636825437,1.5266794921490137E10,0.8234911284031985
0,203,1.0,1.0,0.0,0.0,-2.774338457761748,1.5908678506028269E10,-0.8168534630686985
0,204,0.0,1.0,0.0,0.0,2.8164408039172892,-1.8632824937001762E10,-2.5446347000144747
0,205,0.0,0.0,0.0,1.0,-0.3796118197738445,2.1823444670894367E10,-0.9413904123407748
0,206,0.0,0.0,0.0,1.0,0.7592476785391123,-2.5560414960317123E10,-2.1075379004470114
0,207,1.0,0.0,1.0,1.0,-0.21610117589839994,-2.663508785847645E10,-0.3113015352499302
0,208,1.0,0.0,1.0,0.0,-1.3353298367717175,-2.7754944758467136E10,-0.7930360198751687
0,209,1.0,0.0,1.0,0.0,-1.397340067768585,-2.892188539714267E10,0.8726359697963142
0,210,1.0,0.0,0.0,1.0,1.6843619027061305,-3.0137889380091137E10,1.080080629983206
0,211,0.0,1.0,0.0,1.0,-2.54579355967156,3.529859608407198E10,0.15842690015279046
0,212,0.0,0.0,1.0,0.0,2.359717365114065,-4.134300414152548E10,0.4935212746250107
0,213,1.0,1.0,1.0,1.0,-3.1370390295162522,-4.308124689606204E10,-0.4580705719782433
0,214,0.0,1.0,1.0,1.0,1.0112657988497542,5.045832884308821E10,0.3791426177925725
0,215,1.0,0.0,0.0,0.0,-2.538799821044945,5.2579820167682945E10,-1.5626175308061065
0,216,1.0,1.0,0.0,1.0,4.331856274430477,5.479050836803709E10,0.08777058849585431
0,217,1.0,0.0,0.0,1.0,-7.204584441709815,5.709414368096723E10,0.7057112516592126
0,218,1.0,0.0,0.0,1.0,7.165909394134594,5.9494634011170395E10,0.46163458766977955
0,219,1.0,0.0,1.0,0.0,-10.779015637679635,6.199605157089315E10,0.04815526028163236
0,220,1.0,1.0,0.0,0.0,13.329351218096853,6.4602639789366684E10,0.4354162678475423
0,221,1.0,1.0,1.0,1.0,-18.437909998458952,6.731882050768992E10,-0.802742716174319
0,222,0.0,1.0,1.0,1.0,12.56454377675324,-7.884625973592046E10,-1.8472245880491664
0,223,0.0,0.0,0.0,1.0,-6.609721172157549,9.23476173154355E10,-0.6290320526396884
0,224,0.0,0.0,1.0,1.0,3.9036795574331764,-1.0816090011551245E11,-2.813942310211795
0,225,0.0,0.0,1.0,1.0,-2.9004629119018586,1.2668199412111403E11,-2.5534139422527167
0,226,0.0,0.0,1.0,0.0,2.391558713762144,-1.4837457544427206E11,-1.6774801713152276
0,227,0.0,1.0,1.0,0.0,-2.7476170783535974,1.7378171847649637E11,-1.3085725805257795
0,228,0.0,1.0,1.0,0.0,3.572536009474005,-2.0353949176233636E11,-2.4440487839796194
0,229,0.0,1.0,1.0,0.0,-2.512912004060142,2.3839288200384488E11,-2.062542092007512
0,230,1.0,0.0,0.0,0.0,1.0397936022449945,2.4841597317949405E11,-0.09328297550348917
0,231,0.0,0.0,1.0,0.0,-0.8730137036009993,-2.909538550449396E11,-1.4652962182251459
0,232,0.0,0.0,0.0,0.0,0.19176814392480335,3.4077577493163104E11,0.14601433035399713
0,233,1.0,1.0,0.0,1.0,-1.8475156894310052,3.551034957685062E11,-0.1344915115748967
0,234,0.0,0.0,0.0,0.0,0.6438180954718975,-4.159101756263234E11,-0.9148914537242043
0,235,0.0,1.0,0.0,0.0,-0.8065917109225227,4.8712917853842505E11,-2.3398900929747057
0,236,0.0,1.0,1.0,0.0,0.6530616576118469,-5.705434742632943E11,-1.9580036277056152
0,237,1.0,0.0,0.0,1.0,-1.1898697590152287,-5.945316454443387E11,-0.5583338895163604
0,238,1.0,0.0,0.0,0.0,-0.7466737369711358,-6.195283854400334E11,0.4641319465650562
0,239,0.0,0.0,1.0,1.0,-0.21597663911643217,7.256142579973773E11,0.25492989887334727
0,240,0.0,0.0,1.0,0.0,1.7923594223001316,-8.498659041036304E11,-1.6296921960251338
0,241,0.0,0.0,1.0,1.0,-0.7655025727089443,9.953939672452445E11,-2.793610459112111
0,242,0.0,0.0,1.0,0.0,0.6912491496786042,-1.1658417466114019E12,-2.8415220466655384
0,243,0.0,0.0,0.0,0.0,-1.6034099223607214,1.3654764072010686E12,-2.4658508096222995
0,244,0.0,1.0,0.0,0.0,1.510993066202216,-1.5992958084082065E12,-2.5808499004746674
0,245,1.0,1.0,0.0,0.0,-3.714644409496847,-1.666537277907457E12,-1.2810717790604789
0,246,0.0,1.0,1.0,1.0,4.022214463237941,1.9519092889891782E12,-1.5523342200650774
0,247,0.0,1.0,1.0,0.0,-1.8255176294946485,-2.2861474045319316E12,-1.0443925109883563
0,248,1.0,1.0,1.0,1.0,1.1633841759107,-2.382267153090507E12,0.38556659550057426
0,249,0.0,1.0,1.0,0.0,-0.39483597422713945,2.790198243157491E12,-1.8327217745046882
0,250,0.0,0.0,0.0,0.0,3.2387997302277953,-3.267982025451821E12,-0.20075977794670719
0,251,0.0,1.0,0.0,0.0,-2.6560347857415367,3.8275798305240034E12,-0.9221968767565143
0,252,0.0,0.0,1.0,0.0,0.44030871711216224,-4.483001205308296E12,-3.033182877587892
0,253,1.0,1.0,0.0,0.0,-3.135925067831865,-4.671486404376885E12,0.33247535508776405
0,254,1.0,0.0,0.0,0.0,3.104535502614169,-4.867896354888344E12,0.7342996983190192
0,255,0.0,1.0,1.0,0.0,-2.6950661317206093,5.701457890506429E12,1.1670429693219975
0,256,0.0,0.0,1.0,1.0,1.9066137149891476,-6.677755586266625E12,-0.7803602557441106
0,257,1.0,0.0,1.0,0.0,-2.8119373536792422,-6.958517966949649E12,-1.6344544045696823
0,258,0.0,0.0,1.0,1.0,1.1451836580148056,8.150070230861074E12,-2.8007014427325583
0,259,0.0,0.0,1.0,1.0,-0.8976618187029848,-9.545659734365742E12,-1.0500923877189774
0,260,0.0,1.0,1.0,1.0,1.9690305574817164,1.1180225100301277E13,-0.7855805190423922
0,261,1.0,1.0,0.0,1.0,-5.329007338562051,1.1650291213861629E13,-1.4496726325416243
0,262,1.0,0.0,1.0,0.0,5.106886545058414,1.2140120985949773E13,2.353481470838856
0,263,0.0,1.0,1.0,1.0,-3.8535430951586402,-1.4218952816760227E13,0.8724082015032324
0,264,0.0,0.0,1.0,1.0,3.3747995384323635,1.6653756534985234E13,-0.32896585591750743
0,265,1.0,1.0,0.0,0.0,-4.111736457636519,1.7353954119593285E13,0.39647091827329983
0,266,0.0,1.0,0.0,0.0,2.807036285514638,-2.032558448934153E13,1.7960097748264525
0,267,1.0,0.0,1.0,1.0,-4.803200214617135,-2.1180161961714617E13,-1.6340692602936702
0,268,0.0,0.0,1.0,1.0,3.6007035296731353,2.4806978771754867E13,-3.838460515381952
0,269,1.0,0.0,1.0,1.0,-6.559358590719139,2.5849973881049867E13,0.5707341807168138
0,270,0.0,1.0,1.0,0.0,5.724853358512361,-3.027643294120039E13,-1.6551249725513921
0,271,1.0,0.0,0.0,1.0,-7.153202874171672,-3.154938809527705E13,0.15002753273231
0,272,1.0,1.0,1.0,1.0,7.423473670448668,-3.2875863914335004E13,-2.77678864088448
0,273,0.0,0.0,1.0,1.0,-5.50676328531145,3.850541179525427E13,-2.0128794127067366
0,274,0.0,0.0,1.0,1.0,3.675604257353859,-4.509894375355315E13,-4.005014451150692
0,275,0.0,0.0,1.0,1.0,-2.062096989256616,5.2821529048985125E13,-2.6611701589535817
0,276,0.0,0.0,1.0,1.0,0.8781371442591341,-6.186650282364969E13,-2.2890072976898046
0,277,0.0,1.0,1.0,0.0,0.4359404404596014,7.246030625276323E13,-0.6359252788358627
0,278,0.0,0.0,1.0,0.0,-0.6893813438111847,-8.486815550590747E13,-1.2040807484040468
0,279,0.0,1.0,1.0,0.0,0.4543997735567293,9.940068144137097E13,-1.7167374495227947
0,280,1.0,0.0,1.0,1.0,-2.2639110558349995,1.0357992574023938E14,-0.16450383640467836
0,281,1.0,1.0,0.0,1.0,1.910290140729667,1.0793488395430628E14,1.274312025981204
