@relation stream
@attribute attr0	 numeric
@attribute attr1	 numeric
@attribute attr2	 numeric
@attribute attr3	 numeric
@attribute attr4	 numeric
@attribute attr5	 numeric
@attribute attr6	 numeric
@attribute attr7	 numeric
@attribute attr8	 numeric
@attribute attr9	 numeric
@attribute output	{0,1}

@data
0.571353,0.101566,0.798993,0.783009,0.34894,0.172732,0.828616,0.895645,0.451849,0.897071,1
0.031145,0.411456,0.220546,0.41586,0.999628,0.284292,0.909599,0.753777,0.633272,0.899039,1
0.539405,0.191893,0.921284,0.511457,0.860034,0.397794,0.911585,0.948442,0.355027,0.683409,1
0.153174,0.028535,0.775296,0.806521,0.449762,0.858101,0.309354,0.414524,0.1265,0.647666,0
0.586307,0.473445,0.355716,0.716966,0.18844,0.066245,0.692794,0.79854,0.739128,0.54919,1
0.006089,0.292417,0.757341,0.564682,0.027575,0.567931,0.135802,0.871606,0.57633,0.932348,0
0.106681,0.23146,0.292955,0.870009,0.787135,0.184724,0.698971,0.044257,0.773348,0.136567,0
0.380271,0.384609,0.467812,0.912185,0.575623,0.173147,0.72855,0.460016,0.107002,0.378206,0
0.545519,0.042729,0.457894,0.119004,0.133888,0.820609,0.253768,0.666412,0.890883,0.918888,0
0.855045,0.849706,0.778747,0.361465,0.281219,0.373783,0.298672,0.301353,0.800739,0.485541,0
0.630581,0.826886,0.179136,0.701018,0.442941,0.969271,0.164174,0.094837,0.254098,0.696708,1
0.708811,0.403804,0.934764,0.754484,0.346894,0.940713,0.767467,0.25433,0.26137,0.116028,1
0.427604,0.983256,0.58197,0.281801,0.625052,0.666225,0.142021,0.167552,0.802961,0.827879,1
0.226243,0.508376,0.646605,0.225508,0.53741,0.469396,0.777909,0.14846,0.70883,0.35575,0
0.47053,0.353052,0.916489,0.794868,0.289615,0.090192,0.624449,0.62146,0.871085,0.981821,1
0.066306,0.119696,0.872029,0.562029,0.146268,0.16407,0.714339,0.605406,0.529327,0.815734,0
0.082631,0.214679,0.228188,0.843262,0.908214,0.197408,0.426192,0.263055,0.645298,0.238844,0
0.352927,0.910322,0.9819,0.178158,0.008772,0.294468,0.300097,0.140037,0.098816,0.893482,0
0.9809,0.069162,0.272791,0.305756,0.890885,0.605726,0.711469,0.20799,0.22342,0.260304,1
0.712879,0.901125,0.863565,0.577311,0.858976,0.213667,0.494031,0.392982,0.385383,0.936554,1
0.541973,0.713489,0.857078,0.077477,0.492254,0.400924,0.732099,0.956545,0.949683,0.707389,1
0.801259,0.129902,0.873966,0.446808,0.553978,0.405016,0.210673,0.490272,0.070202,0.974256,1
0.446053,0.564347,0.036937,0.671181,0.438779,0.580505,0.056362,0.667243,0.883606,0.180116,0
0.284243,0.0527,0.297269,0.873469,0.112523,0.806223,0.502378,0.162301,0.629677,0.115049,0
0.346081,0.587233,0.753423,0.929356,0.522102,0.467532,0.071989,0.803973,0.288745,0.45029,1
0.57378,0.460322,0.133994,0.120977,0.699428,0.304729,0.594184,0.43956,0.338037,0.542013,0
0.319479,0.632401,0.264742,0.240634,0.254883,0.526003,0.14521,0.53597,0.561902,0.3612,0
0.28367,0.975851,0.120464,0.787884,0.368045,0.522415,0.804367,0.328816,0.496539,0.519512,1
0.033088,0.777268,0.911308,0.230057,0.949776,0.168854,0.261787,0.459464,0.007446,0.323089,0
0.777017,0.656827,0.990385,0.337868,0.707279,0.818137,0.338614,0.760129,0.311081,0.991259,1
0.219036,0.144603,0.403537,0.886991,0.221084,0.871075,0.367846,0.651442,0.788565,0.129119,1
0.849213,0.88245,0.208055,0.126257,0.356524,0.389375,0.058053,0.478613,0.834733,0.290203,0
0.44777,0.998517,0.566069,0.91409,0.181072,0.856301,0.117617,0.948205,0.547434,0.805763,1
0.508122,0.883168,0.960426,0.350757,0.402335,0.80184,0.107758,0.178237,0.797751,0.577712,1
0.568757,0.029591,0.722654,0.804812,0.31442,0.910434,0.768055,0.024599,0.916551,0.270358,1
0.615613,0.835268,0.750191,0.338685,0.877545,0.617697,0.19116,0.578356,0.169085,0.814296,1
0.140727,0.111659,0.124957,0.786531,0.767589,0.256949,0.530051,0.116193,0.077513,0.744599,0
0.405448,0.061841,0.813406,0.303311,0.291563,0.725363,0.897491,0.913943,0.05625,0.063857,0
0.809927,0.353064,0.774737,0.474158,0.23418,0.593945,0.582466,0.530359,0.841975,0.636048,1
0.32723,0.265515,0.043794,0.010835,0.34641,0.739856,0.866109,0.33141,0.352534,0.522885,0
0.831744,0.553795,0.968024,0.460071,0.699094,0.203179,0.015561,0.809167,0.410027,0.091589,0
0.44177,0.876501,0.564728,0.596401,0.675068,0.482345,0.407497,0.384196,0.101556,0.916144,1
0.730104,0.717607,0.004436,0.386688,0.516615,0.778416,0.328206,0.085082,0.028133,0.710895,0
0.538995,0.087409,0.39362,0.248687,0.687378,0.147955,0.121741,0.433435,0.260875,0.429619,0
0.709166,0.728094,0.904254,0.496654,0.930372,0.238549,0.439353,0.779353,0.543356,0.219555,1
0.016402,0.31653,0.308718,0.391195,0.956137,0.715585,0.859384,0.553479,0.722009,0.574672,1
0.678478,0.774249,0.106373,0.592727,0.533572,0.166105,0.966045,0.974391,0.201081,0.897911,0
0.266822,0.093233,0.49354,0.864395,0.226432,0.373399,0.2763,0.091033,0.569327,0.756522,0
0.228699,0.371043,0.975155,0.547249,0.94952,0.691803,0.292232,0.108689,0.624804,0.571877,1
0.223732,0.389093,0.409761,0.043305,0.210498,0.956098,0.13532,0.448443,0.542016,0.614059,0
0.24947,0.552382,0.313387,0.433654,0.366133,0.100417,0.526063,0.831429,0.460768,0.24704,0
0.817043,0.469535,0.66754,0.693692,0.13639,0.389608,0.216287,0.871197,0.080758,0.712269,1
0.060411,0.877891,0.799025,0.385863,0.461273,0.304045,0.186406,0.070996,0.676003,0.430139,0
0.340752,0.453117,0.127044,0.107489,0.271234,0.986663,0.198198,0.978957,0.694919,0.005789,0
0.423645,0.573453,0.468904,0.973369,0.732771,0.679373,0.537015,0.446301,0.521432,0.677114,1
0.236376,0.026122,0.702451,0.891854,0.730375,0.751087,0.579569,0.747108,0.349791,0.801676,1
0.911812,0.372474,0.743827,0.18014,0.619293,0.831064,0.111066,0.833058,0.064569,0.451128,1
0.084946,0.552492,0.147607,0.99087,0.125837,0.04446,0.68505,0.42774,0.24138,0.177686,0
0.156045,0.31642,0.503892,0.635773,0.933807,0.281142,0.648384,0.111888,0.358454,0.405569,0
0.879591,0.07422,0.700736,0.665572,0.486519,0.508151,0.06867,0.097468,0.465195,0.952386,1
0.12774,0.957098,0.90508,0.130993,0.695442,0.223434,0.458357,0.215936,0.44111,0.336578,0
0.046437,0.142371,0.745581,0.36488,0.305659,0.775244,0.339786,0.784187,0.383667,0.14527,0
0.996744,0.549187,0.79919,0.392102,0.149886,0.573529,0.975748,0.579353,0.696091,0.30916,1
0.49143,0.828642,0.421675,0.602233,0.117494,0.556344,0.201485,0.401889,0.814863,0.245697,0
0.234371,0.071248,0.147401,0.747454,0.621925,0.011431,0.893787,0.902798,0.689749,0.554685,1
0.894574,0.712822,0.372368,0.072098,0.175572,0.243098,0.569564,0.505254,0.785012,0.662586,0
0.516897,0.330347,0.868141,0.522609,0.401947,0.400572,0.935409,0.908593,0.521468,0.291453,0
0.942554,0.741038,0.963104,0.555892,0.27283,0.393037,0.221649,0.453951,0.463353,0.133236,0
0.955044,0.224869,0.344312,0.500497,0.4838,0.389983,0.802375,0.988409,0.363223,0.431843,1
0.499195,0.018168,0.413225,0.48389,0.602935,0.785166,0.870934,0.287229,0.905752,0.106719,1
0.095818,0.119275,0.842262,0.501533,0.043633,0.604434,0.663351,0.554542,0.154972,0.429161,1
0.34613,0.297288,0.363371,0.940891,0.580192,0.160955,0.649635,0.086428,0.421389,0.70961,0
0.679675,0.552577,0.420659,0.420854,0.774671,0.210764,0.292809,0.617903,0.090183,0.176228,1
0.990581,0.918214,0.620104,0.078224,0.399998,0.079865,0.177657,0.026953,0.214262,0.670543,0
0.000555,0.410226,0.38433,0.922419,0.814293,0.849595,0.536439,0.929665,0.345623,0.709416,1
0.71242,0.531797,0.774507,0.269374,0.693646,0.359326,0.058149,0.66973,0.579861,0.893452,0
0.9174,0.659605,0.865446,0.370913,0.057514,0.644233,0.586604,0.658802,0.552697,0.481748,1
0.009663,0.229159,0.348768,0.414269,0.192665,0.46993,0.331406,0.339517,0.420714,0.392363,0
0.659185,0.627318,0.888575,0.592807,0.231736,0.868851,0.83038,0.426115,0.392263,0.553883,1
0.573065,0.824966,0.272587,0.848089,0.822665,0.698088,0.101713,0.005022,0.417804,0.245196,1
0.903669,0.098445,0.040134,0.229545,0.595418,0.673807,0.057738,0.890239,0.836043,0.291549,1
0.971311,0.467332,0.190116,0.68136,0.971089,0.348236,0.869831,0.781711,0.515491,0.598956,1
0.592519,0.68236,0.156817,0.982931,0.448596,0.246946,0.159305,0.467971,0.417351,0.053138,0
0.124987,0.457302,0.13011,0.722685,0.864997,0.259068,0.620336,0.68753,0.774473,0.619697,1
0.268386,0.527056,0.858432,0.081268,0.533644,0.827545,0.220459,0.077162,0.25074,0.074698,0
0.078607,0.94802,0.891322,0.594632,0.523834,0.274714,0.163282,0.30644,0.371634,0.480123,0
0.626137,0.60626,0.162186,0.112518,0.634669,0.897688,0.045945,0.594619,0.639903,0.906033,1
0.405706,0.894636,0.477716,0.224358,0.75971,0.410268,0.771004,0.563415,0.000072,0.91524,1
0.500786,0.155164,0.258305,0.697434,0.324718,0.639605,0.588949,0.524832,0.118368,0.587807,0
0.084775,0.374464,0.611798,0.598118,0.247411,0.446756,0.612233,0.443103,0.991967,0.748206,0
0.755641,0.017287,0.028706,0.702925,0.47978,0.774181,0.769225,0.850762,0.807571,0.473812,1
0.817551,0.873619,0.728884,0.833996,0.013612,0.795368,0.618198,0.545224,0.667839,0.837742,1
0.86957,0.484632,0.325445,0.137166,0.292436,0.264434,0.552228,0.280194,0.49806,0.555274,0
0.40196,0.818753,0.552159,0.11831,0.45676,0.193376,0.141799,0.262338,0.146611,0.66514,0
0.382758,0.885751,0.965356,0.008764,0.537738,0.079377,0.527684,0.876695,0.855092,0.117517,0
0.967657,0.045177,0.93125,0.533131,0.534949,0.19029,0.436003,0.786217,0.742104,0.849919,1
0.473463,0.592981,0.959637,0.179567,0.528447,0.441043,0.221205,0.06177,0.409687,0.007507,0
0.102387,0.856645,0.83128,0.987182,0.299794,0.304977,0.597953,0.340844,0.155357,0.142453,0
0.578372,0.094705,0.597324,0.173835,0.851665,0.315392,0.942512,0.054421,0.357325,0.089782,0
0.283785,0.215788,0.342035,0.358806,0.93266,0.082135,0.139365,0.043042,0.65262,0.319901,0
0.207664,0.296119,0.601451,0.526253,0.706725,0.622879,0.611946,0.258491,0.78257,0.165888,0
0.647416,0.572497,0.167206,0.123383,0.700422,0.24594,0.861919,0.69288,0.921942,0.136221,1
0.560832,0.680058,0.935022,0.230601,0.614435,0.925116,0.003061,0.87082,0.439789,0.698385,1
0.202954,0.102458,0.002543,0.521114,0.307653,0.483035,0.770863,0.979021,0.124862,0.322284,0
0.6358,0.456958,0.75642,0.284559,0.886574,0.550744,0.530282,0.94043,0.12518,0.756394,1
0.813841,0.198285,0.442074,0.123793,0.41949,0.626349,0.554919,0.979851,0.023525,0.169356,0
0.703821,0.361035,0.113052,0.980596,0.525217,0.038402,0.73058,0.308516,0.498137,0.248974,0
0.910501,0.986985,0.908039,0.177477,0.274473,0.742452,0.821884,0.176952,0.859149,0.576807,0
0.05481,0.481025,0.867316,0.156799,0.953919,0.851852,0.11752,0.77069,0.771631,0.470734,1
0.264287,0.29234,0.599399,0.574862,0.331879,0.732011,0.104842,0.247799,0.698725,0.517686,0
0.10781,0.043206,0.016613,0.955085,0.004071,0.937682,0.102467,0.568239,0.360176,0.408178,0
0.63161,0.71857,0.534309,0.786861,0.507405,0.966146,0.363416,0.740669,0.238387,0.635827,1
0.431829,0.658345,0.492393,0.019754,0.02348,0.397532,0.205581,0.997742,0.514865,0.974499,0
0.529873,0.598765,0.533946,0.644122,0.370538,0.428539,0.689579,0.974892,0.961365,0.394157,1
0.082618,0.391333,0.992002,0.460942,0.521287,0.304131,0.139754,0.763403,0.400072,0.105839,0
0.345539,0.171073,0.991029,0.889966,0.504455,0.088561,0.501654,0.568687,0.174863,0.651507,0
0.37745,0.472779,0.748428,0.181104,0.891033,0.145271,0.412059,0.341282,0.484295,0.386238,0
0.838339,0.057573,0.690128,0.856995,0.284505,0.365612,0.158676,0.33695,0.794597,0.357069,1
0.795794,0.3281,0.010682,0.366137,0.986623,0.095541,0.514585,0.408284,0.584055,0.916402,1
0.504642,0.51219,0.924576,0.178026,0.505825,0.677555,0.557466,0.681155,0.980947,0.86708,1
0.89887,0.305659,0.572105,0.545804,0.485317,0.027675,0.281679,0.562234,0.267265,0.519556,0
0.229608,0.858481,0.984231,0.902497,0.398041,0.111638,0.465621,0.318792,0.451381,0.153621,0
0.842527,0.417292,0.922974,0.77239,0.425823,0.040876,0.582319,0.545577,0.490463,0.024534,1
0.895988,0.486525,0.489241,0.823215,0.590417,0.176416,0.596258,0.372883,0.766732,0.383812,1
0.349277,0.109999,0.541796,0.215444,0.223238,0.131602,0.750397,0.828804,0.509023,0.39223,0
0.753333,0.947873,0.408978,0.843656,0.941743,0.646883,0.417498,0.612657,0.302334,0.289152,1
0.587528,0.536326,0.797831,0.059447,0.04779,0.213976,0.384501,0.227316,0.004145,0.388838,0
0.182785,0.35306,0.245803,0.247755,0.904553,0.507806,0.506086,0.450617,0.329541,0.756226,0
0.756424,0.624692,0.78399,0.67742,0.219874,0.935151,0.771802,0.65554,0.555042,0.561993,1
0.239219,0.008783,0.265814,0.234451,0.254088,0.534735,0.666917,0.152169,0.430733,0.785283,0
0.817789,0.033027,0.799199,0.96612,0.2755,0.970217,0.904289,0.775003,0.636268,0.57005,1
0.905951,0.149691,0.730241,0.806662,0.751523,0.777772,0.736904,0.391796,0.805895,0.562912,1
0.573701,0.535047,0.864599,0.718293,0.446404,0.738323,0.10276,0.201114,0.122335,0.748074,0
0.170986,0.637885,0.401,0.364795,0.223118,0.076141,0.833004,0.631322,0.277025,0.856804,0
0.527345,0.695361,0.597372,0.39763,0.377208,0.694941,0.685007,0.800502,0.265247,0.886423,1
0.813132,0.58353,0.662891,0.250689,0.88873,0.225161,0.072623,0.934896,0.505973,0.288696,1
0.851099,0.666668,0.535131,0.516984,0.164403,0.635122,0.996182,0.063128,0.50304,0.940733,1
0.578619,0.241303,0.095988,0.168564,0.75303,0.831318,0.443947,0.452653,0.081466,0.597485,1
0.531173,0.340382,0.955304,0.516965,0.991766,0.321256,0.84538,0.368639,0.533041,0.099013,1
0.313097,0.065363,0.339642,0.321354,0.841109,0.562796,0.410184,0.378072,0.343719,0.63619,0
0.871338,0.82409,0.767145,0.038513,0.294088,0.430479,0.893548,0.404483,0.41388,0.787941,1
0.59107,0.062657,0.380718,0.236913,0.799213,0.065743,0.042984,0.237265,0.663543,0.219078,0
0.075045,0.649901,0.865226,0.389865,0.0928,0.427374,0.541589,0.925632,0.163252,0.713399,0
0.627885,0.220142,0.6618,0.409054,0.345191,0.451447,0.466154,0.723132,0.112709,0.760702,0
0.43801,0.253764,0.665669,0.857757,0.796897,0.804863,0.148268,0.285934,0.309235,0.479019,1
0.362902,0.742127,0.500415,0.880064,0.617835,0.943973,0.292877,0.311588,0.210654,0.935664,1
0.671675,0.04547,0.439998,0.008743,0.781249,0.91992,0.036626,0.704369,0.093462,0.211874,0
0.833192,0.612624,0.520054,0.878126,0.187551,0.036148,0.621389,0.756031,0.538514,0.892226,1
0.237951,0.922884,0.603225,0.895259,0.669457,0.772532,0.343219,0.463213,0.773374,0.619482,1
0.503369,0.884408,0.072092,0.27553,0.322332,0.655242,0.250839,0.461753,0.226026,0.227054,0
0.050677,0.904035,0.686497,0.920217,0.734241,0.849677,0.741557,0.248231,0.533948,0.101473,1
0.439476,0.428231,0.850495,0.429292,0.694582,0.256618,0.748083,0.202856,0.562745,0.371699,0
0.029145,0.861216,0.26083,0.243401,0.756267,0.066352,0.891756,0.634648,0.499038,0.709471,0
0.895243,0.286276,0.116405,0.429155,0.629241,0.108858,0.166557,0.716144,0.607156,0.950357,1
0.360874,0.268157,0.304914,0.924138,0.170502,0.790055,0.891131,0.469575,0.87842,0.578205,1
0.471842,0.443939,0.626955,0.73031,0.967434,0.019514,0.841081,0.241942,0.682105,0.285949,1
0.828343,0.712508,0.200814,0.301296,0.292597,0.512742,0.331215,0.19651,0.344887,0.800089,0
0.893214,0.7411,0.643669,0.957621,0.809563,0.385288,0.180342,0.980212,0.9911,0.597879,1
0.608192,0.400984,0.768216,0.398881,0.818478,0.436081,0.907779,0.277137,0.799614,0.866681,1
0.156245,0.812497,0.343935,0.499718,0.636622,0.289999,0.596616,0.888059,0.377696,0.636721,0
0.789143,0.385226,0.128546,0.820531,0.886903,0.734732,0.03142,0.978342,0.043432,0.707614,1
0.337997,0.697979,0.809733,0.577045,0.339413,0.770406,0.166619,0.004846,0.011721,0.922404,0
0.750872,0.076225,0.140111,0.73835,0.59306,0.652999,0.993413,0.268548,0.863602,0.896824,1
0.312671,0.965456,0.178226,0.276448,0.435221,0.72355,0.746652,0.093747,0.725496,0.323907,0
0.071657,0.279255,0.126095,0.191461,0.543687,0.639278,0.947927,0.189313,0.303946,0.814978,0
0.612312,0.507274,0.838122,0.651976,0.564975,0.935755,0.679887,0.420554,0.966543,0.167492,1
0.905932,0.377109,0.387708,0.160551,0.500309,0.118628,0.067505,0.289807,0.591348,0.925699,0
0.392908,0.316532,0.994824,0.249655,0.257737,0.616181,0.965835,0.835699,0.178331,0.161578,0
0.708983,0.995898,0.860628,0.371007,0.313078,0.10689,0.550694,0.909193,0.321406,0.98307,1
0.098689,0.532191,0.929209,0.222643,0.861848,0.656738,0.515917,0.414467,0.587153,0.250798,0
0.746823,0.005921,0.336677,0.765747,0.696768,0.962388,0.842819,0.81298,0.084563,0.002464,1
0.781137,0.416492,0.684055,0.758476,0.583649,0.702222,0.520578,0.970719,0.252831,0.677632,1
0.27355,0.712903,0.083778,0.267975,0.232501,0.107303,0.153644,0.903821,0.062922,0.431313,0
0.87659,0.04762,0.245408,0.585468,0.277644,0.383554,0.800421,0.065626,0.147127,0.45248,0
0.391922,0.67693,0.902052,0.184146,0.630959,0.406471,0.596734,0.076545,0.115115,0.808306,0
0.500036,0.77426,0.981854,0.400533,0.200276,0.673533,0.526071,0.256116,0.441773,0.573876,1
0.038013,0.524403,0.645472,0.160702,0.398668,0.114336,0.558986,0.334986,0.157163,0.627665,0
0.31764,0.58284,0.773231,0.752884,0.499219,0.996246,0.760517,0.386258,0.025253,0.458676,1
0.89699,0.080614,0.80692,0.45871,0.789357,0.360892,0.056467,0.769733,0.953235,0.380707,1
0.833217,0.716173,0.933936,0.110846,0.059067,0.232488,0.717103,0.633503,0.102882,0.443052,0
0.310712,0.007594,0.746678,0.824342,0.274712,0.18622,0.212474,0.068418,0.760171,0.25258,0
0.402773,0.19376,0.418765,0.963189,0.182254,0.185613,0.4213,0.742717,0.069346,0.001557,0
0.87195,0.16585,0.674114,0.958097,0.757643,0.214226,0.770605,0.72287,0.179474,0.552715,1
0.586749,0.40626,0.517137,0.089408,0.842525,0.023309,0.022313,0.672823,0.349573,0.652823,0
0.704829,0.083616,0.250249,0.491456,0.697652,0.414637,0.941688,0.761142,0.412555,0.169633,1
0.093926,0.073253,0.09252,0.849667,0.220893,0.10583,0.400458,0.549486,0.677264,0.822896,0
0.743324,0.089275,0.142599,0.107922,0.090232,0.695605,0.387195,0.590123,0.288867,0.6029,0
0.768179,0.495187,0.627477,0.066061,0.405942,0.912308,0.959058,0.965024,0.087274,0.213938,1
0.27321,0.889525,0.557521,0.559533,0.505462,0.62633,0.819189,0.730722,0.638386,0.047443,1
0.945409,0.9247,0.782749,0.910424,0.418966,0.242471,0.748265,0.943122,0.426751,0.267113,1
0.778377,0.127328,0.520605,0.565424,0.857074,0.661084,0.400266,0.879263,0.052959,0.620503,1
0.360868,0.803947,0.684567,0.095372,0.688751,0.8073,0.937373,0.23715,0.300895,0.9508,1
0.707441,0.871421,0.840566,0.092929,0.250876,0.245594,0.75586,0.77397,0.865236,0.833168,1
0.336405,0.634255,0.703282,0.546358,0.251844,0.831229,0.398511,0.550251,0.34453,0.482683,0
0.175511,0.13651,0.441681,0.143293,0.706441,0.97881,0.161975,0.894918,0.35634,0.442774,0
0.614652,0.980632,0.485737,0.872087,0.964736,0.51995,0.976531,0.042729,0.50467,0.387343,1
0.1601,0.645677,0.295946,0.644193,0.110673,0.094096,0.08698,0.611478,0.167656,0.677288,0
0.246072,0.981423,0.532561,0.154428,0.979291,0.64798,0.257773,0.464698,0.507616,0.977324,1
0.30767,0.781194,0.037647,0.312827,0.845887,0.352407,0.286708,0.217488,0.569074,0.717849,0
0.860713,0.194576,0.67082,0.449334,0.418483,0.082029,0.0965,0.05319,0.915006,0.44966,0
0.703213,0.355922,0.555562,0.741082,0.83452,0.616401,0.664541,0.486878,0.352976,0.152523,1
0.376516,0.425381,0.534989,0.576837,0.284665,0.56995,0.26614,0.143545,0.616091,0.132808,0
0.58148,0.725849,0.284086,0.484758,0.500799,0.93084,0.996279,0.239296,0.454838,0.686482,1
0.289228,0.651913,0.229818,0.227104,0.997397,0.427547,0.749128,0.242619,0.400138,0.368997,0
0.983808,0.277805,0.453678,0.550575,0.406556,0.575245,0.814071,0.646012,0.018669,0.696683,1
0.656444,0.396105,0.973851,0.61399,0.874681,0.980568,0.911902,0.120419,0.466642,0.239267,1
0.344616,0.309847,0.409309,0.477989,0.160947,0.905524,0.472017,0.02272,0.146885,0.659804,0
0.402799,0.030032,0.900705,0.157618,0.29425,0.447426,0.1002,0.618547,0.597319,0.044726,0
0.279037,0.291761,0.006392,0.739999,0.015772,0.659996,0.952664,0.961249,0.414627,0.139882,0
0.729585,0.004695,0.687014,0.31006,0.076411,0.857236,0.675889,0.216519,0.889933,0.656771,0
0.83731,0.888028,0.586878,0.642153,0.270127,0.991739,0.889837,0.33195,0.849843,0.897775,1
0.976787,0.835676,0.063414,0.28708,0.864654,0.111892,0.763515,0.605557,0.76891,0.596651,1
0.888717,0.555896,0.710835,0.407927,0.947802,0.694927,0.697182,0.849962,0.241546,0.950971,1
0.947019,0.666396,0.002234,0.314725,0.414554,0.241534,0.718033,0.305858,0.692435,0.853534,1
0.341183,0.029041,0.554581,0.999331,0.952519,0.731454,0.518522,0.120697,0.645158,0.664303,1
0.31962,0.192387,0.838601,0.019871,0.877003,0.637969,0.721946,0.736318,0.993179,0.899449,1
0.632213,0.266777,0.116096,0.153769,0.121149,0.220826,0.917551,0.863713,0.908201,0.456225,0
0.641342,0.802668,0.318341,0.813092,0.44199,0.745554,0.799428,0.660947,0.464617,0.305452,1
0.42954,0.115958,0.31939,0.5134,0.901578,0.938466,0.05929,0.032583,0.091418,0.650041,0
0.431803,0.657726,0.546056,0.851629,0.329363,0.555423,0.647982,0.946311,0.153759,0.5493,1
0.139458,0.795331,0.056335,0.895053,0.19491,0.154137,0.409792,0.896014,0.255781,0.745204,1
0.063118,0.555261,0.67174,0.298096,0.730474,0.795844,0.957547,0.468605,0.782457,0.570794,1
0.568004,0.589985,0.71826,0.182432,0.683246,0.33426,0.296304,0.589106,0.218036,0.712656,0
0.311758,0.359182,0.467683,0.771737,0.248429,0.994268,0.657519,0.503806,0.903634,0.963711,1
0.642505,0.728216,0.968795,0.92515,0.472957,0.002239,0.676942,0.871518,0.336521,0.284398,1
0.306378,0.305592,0.444551,0.835592,0.905813,0.458075,0.820452,0.262823,0.337991,0.276704,1
0.252823,0.11813,0.308739,0.080209,0.42503,0.494339,0.113173,0.701999,0.011761,0.986916,0
0.14981,0.019913,0.993752,0.083611,0.3101,0.58038,0.695742,0.435799,0.33521,0.160296,0
0.084346,0.431946,0.34538,0.931758,0.221131,0.731636,0.71318,0.038346,0.50673,0.40866,0
