33,VAR04,VAR11,VAR40,,,,,,,,
34,VAR01,VAR04,VAR11,VAR12,VAR13,VAR14,,,,,
35,VAR04,VAR11,VAR40,,,,,,,,
36,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR40,,,,
37,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,,,,,
38,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,,,,
39,VAR04,VAR07,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
40,VAR01,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
41,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,,,,
42,VAR01,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
43,VAR01,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
44,VAR01,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
45,VAR01,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
46,VAR01,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
47,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,VAR55,,,
48,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR55,,,,
49,VAR01,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
50,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,,,,
51,VAR01,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,VAR38,,
52,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,,,,
53,VAR01,VAR04,VAR10,VAR11,VAR12,VAR13,VAR14,,,,
54,VAR04,VAR07,VAR08,VAR10,VAR11,VAR12,VAR13,VAR55,,,
55,VAR04,VAR13,VAR26,,,,,,,,
56,VAR04,VAR07,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
57,VAR04,VAR07,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
58,VAR04,VAR07,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,VAR36,VAR37,
59,VAR01,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,,,,
60,VAR04,VAR07,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
61,VAR04,VAR07,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
62,VAR01,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
63,VAR04,VAR07,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,VAR34,,
64,VAR01,VAR04,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
65,VAR04,VAR07,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,VAR48,,
66,VAR04,VAR07,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
67,VAR04,VAR07,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
68,VAR04,VAR07,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,,,
69,VAR04,VAR07,VAR10,VAR11,VAR12,VAR13,VAR14,VAR55,,,
70,VAR04,VAR07,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,VAR55,,
71,VAR04,VAR07,VAR08,VAR10,VAR11,VAR12,VAR13,VAR14,VAR55,,
